id,name,category,price_tier,neighborhood,opening_hours,average_rating,good_for_kids
749,Casa del Sol,Korean,Medium,Bushwick,07:00-15:00,4.49,0
750,Terra Nova Tavern,Argentinian,Medium,Financial District,16:00-00:00,2.0,1
751,Casa Verde Taqueria,Indian,Medium,Chelsea,14:00-22:00,3.03,1
752,Jasmine Thai Cuisine,French,Cheap,Long Island City,07:00-14:00,3.77,0
753,Lakeside Bistro,Indian,Cheap,Bushwick,15:00-23:00,4.96,1
754,Bamboo Grove Bistro,Thai,Expensive,Prospect Heights,09:00-17:00,4.13,0
755,Harborview Cafe,American,Cheap,Park Slope,13:00-21:00,2.59,1
756,Riverwalk Cafe,Mediterranean,Expensive,Harlem,10:00-22:00,4.4,1
757,Island Oasis Cafe,Turkish,Medium,Greenwich Village,11:00-19:00,4.87,1
758,Picante Peppers Mexican,Vietnamese,Cheap,Soho,08:00-16:00,4.52,0
759,Bella Napoli Pizzeria,Thai,Medium,Brooklyn Heights,16:00-00:00,3.83,0
760,Royal Oak Tavern,Argentinian,Medium,West Village,10:00-18:00,3.16,1
761,Sunshine Cafe & Bakery,Thai,Cheap,Brooklyn Heights,17:00-01:00,2.6,1
762,Pacific Pearl Oyster Bar,Russian,Expensive,Soho,07:00-14:00,4.27,1
763,Moonlit Oasis Lounge,Chinese,Expensive,Astoria,12:00-20:00,4.54,0
764,Black Forest Bistro,Moroccan,Cheap,Midtown,07:00-14:00,3.53,0
765,Coastal Catch Seafood,Greek,Expensive,Williamsburg,09:00-17:00,1.2,0
766,Pepper Pot Cafe,American,Cheap,Prospect Heights,12:00-20:00,4.23,1
767,Bella Luna Trattoria,Spanish,Cheap,Upper West Side,07:00-17:00,1.61,0
768,Driftwood Tavern,Thai,Cheap,Prospect Heights,11:00-19:00,3.84,0
769,Casa Verde Taqueria,Japanese,Cheap,Astoria,06:00-14:00,3.36,0
770,Thai Orchid Garden,Mexican,Expensive,Long Island City,12:00-00:00,4.78,1
771,Green Garden Kitchen,Chinese,Cheap,Midtown,14:00-22:00,1.06,0
772,Fusion Flavors Kitchen,Japanese,Medium,Upper East Side,16:00-00:00,1.29,0
773,Harborview Cafe,Chinese,Expensive,East Village,15:00-23:00,1.93,1
774,Olive Branch Grill,Turkish,Cheap,Upper West Side,07:00-14:00,1.51,0
775,Morning Mist Cafe,Brazilian,Cheap,Midtown,15:00-23:00,3.39,1
776,Bella Napoli Pizzeria,Spanish,Cheap,Astoria,06:00-14:00,2.93,1
777,Blueberry Hill Pancake House,Indian,Expensive,Hell's Kitchen,08:00-20:00,3.61,1
778,Spice of Life Indian Cuisine,Vietnamese,Expensive,Upper West Side,08:00-20:00,2.1,0
779,Picante Peppers Mexican,Ethiopian,Cheap,West Village,08:00-16:00,3.47,1
780,Moonlight Serenade Lounge,Greek,Cheap,East Village,08:00-20:00,4.25,0
781,Fire & Ice Grill,Mexican,Expensive,Park Slope,06:00-14:00,4.85,1
782,Jasmine Thai Cuisine,Mexican,Expensive,Soho,09:00-17:00,1.08,1
783,Zen Garden Sushi Bar,Argentinian,Expensive,Soho,07:00-17:00,1.86,1
784,Island Oasis Cafe,American,Medium,Prospect Heights,13:00-21:00,4.99,0
785,Blueberry Hill Pancake House,Mexican,Expensive,Tribeca,11:00-23:00,3.76,1
786,Bella Vista Bistro,Indian,Expensive,Long Island City,11:00-23:00,2.91,0
787,Thai Orchid Garden,American,Medium,West Village,09:00-17:00,1.0,0
788,Harvest Moon Cafe,Thai,Expensive,Chelsea,07:00-15:00,1.44,0
789,Fusion Flavors Kitchen,Ethiopian,Medium,Greenwich Village,12:00-00:00,2.75,1
790,Fiesta Mexicana,Spanish,Expensive,Financial District,08:00-16:00,3.82,1
791,Blue Ribbon BBQ,Turkish,Expensive,Astoria,17:00-01:00,2.43,0
792,Sunflower Cafe & Bakery,Chinese,Expensive,Prospect Heights,06:00-14:00,4.37,1
793,Harbor Lights Seafood,Moroccan,Cheap,Park Slope,18:00-02:00,1.24,0
794,Sunrise Diner,Indian,Medium,Tribeca,10:00-18:00,3.8,1
795,Sunshine Cafe & Bakery,French,Cheap,Upper East Side,16:00-00:00,3.39,0
796,Thai Orchid Garden,Argentinian,Medium,East Village,08:00-16:00,1.81,1
797,Terra Nova Tavern,Italian,Cheap,Harlem,17:00-01:00,4.59,0
798,Casa Verde Taqueria,Spanish,Expensive,Harlem,07:00-14:00,2.94,0
799,Bella Napoli Pizzeria,Moroccan,Expensive,West Village,17:00-01:00,2.3,1
800,Morning Mist Cafe,Moroccan,Expensive,Midtown,10:00-22:00,4.38,0
801,Tokyo Fusion Sushi,Mediterranean,Cheap,Prospect Heights,12:00-20:00,4.71,1
802,Zen Garden Sushi Bar,Indian,Medium,Upper East Side,08:00-20:00,1.17,1
803,Ocean Blue Grill,Lebanese,Cheap,Brooklyn Heights,11:00-19:00,4.28,0
804,Oceanfront Oyster Bar,Thai,Expensive,Midtown,06:00-14:00,4.42,1
805,Picante Peppers Mexican,Chinese,Medium,East Village,07:00-15:00,4.02,1
806,Bamboo Breeze Bistro,Russian,Expensive,Long Island City,16:00-00:00,1.89,0
807,Casa Verde Taqueria,French,Expensive,Hell's Kitchen,07:00-17:00,3.49,0
808,Thai Orchid Garden,Chinese,Cheap,Bushwick,16:00-00:00,3.79,0
809,Riverwalk Cafe,Korean,Cheap,West Village,07:00-17:00,4.69,1
810,Mango Tango Bistro,Ethiopian,Cheap,Brooklyn Heights,15:00-23:00,4.14,1
811,Lakeside Bistro,Japanese,Expensive,Upper East Side,07:00-17:00,1.81,1
812,Bella Amore Ristorante,Turkish,Cheap,Midtown,07:00-14:00,1.75,1
813,Savory Spice Kitchen,Indian,Medium,Hell's Kitchen,16:00-00:00,1.85,0
814,Lotus Blossom Chinese,Mexican,Medium,Williamsburg,13:00-21:00,4.72,1
815,Firefly Lounge,Turkish,Medium,Chelsea,08:00-16:00,3.15,0
816,Savory Spice Kitchen,Moroccan,Cheap,Lower East Side,17:00-01:00,3.2,1
817,Red Lantern Chinese,Indian,Cheap,Tribeca,10:00-22:00,3.45,0
818,Fireside Tavern,Vietnamese,Expensive,Hell's Kitchen,13:00-21:00,1.49,0
819,Riverside Cafe,Brazilian,Medium,Upper East Side,12:00-20:00,1.23,1
820,Harbor Lights Seafood,Lebanese,Medium,Bushwick,10:00-18:00,2.77,1
821,Pepper Pot Cafe,Turkish,Cheap,Upper East Side,09:00-21:00,3.98,0
822,Blue Horizon Seafood,Vietnamese,Expensive,Park Slope,10:00-22:00,1.6,0
823,Emerald Isle Eatery,French,Expensive,Long Island City,07:00-17:00,3.79,1
824,Zen Garden Sushi Bar,Italian,Expensive,West Village,07:00-15:00,1.01,1
825,Sunflower Cafe & Bakery,Greek,Cheap,Williamsburg,14:00-22:00,2.5,1
826,Bamboo Grove Bistro,Moroccan,Cheap,Lower East Side,15:00-23:00,4.87,0
827,Fireside Fare,Mexican,Medium,Upper East Side,12:00-20:00,3.69,0
828,Oasis Mediterranean,Spanish,Expensive,Prospect Heights,13:00-21:00,2.0,0
829,Blue Horizon Seafood,Indian,Cheap,West Village,10:00-22:00,4.02,1
830,Coastal Catch Seafood,Indian,Cheap,Lower East Side,09:00-17:00,2.29,1
831,Pepperoni Palace Pizzeria,Argentinian,Expensive,Bushwick,08:00-16:00,2.19,0
832,Black Forest Bistro,Korean,Medium,Upper West Side,08:00-16:00,4.77,1
833,La Piazza Trattoria,Greek,Medium,Brooklyn Heights,08:00-16:00,3.31,1
834,Tandoori Delights,Greek,Cheap,Soho,12:00-20:00,1.25,0
835,Red Lantern Chinese,Indian,Expensive,Astoria,07:00-17:00,3.83,1
836,Sunset Strip Steakhouse,Moroccan,Cheap,Greenwich Village,11:00-23:00,3.47,1
837,Pasta Perfection,Russian,Medium,Long Island City,07:00-17:00,1.99,0
838,Tropical Taste Kitchen,Spanish,Medium,Williamsburg,11:00-23:00,1.41,1
839,Oceanview Grill,Argentinian,Medium,Hell's Kitchen,07:00-14:00,4.48,0
840,Tiki Hut Grill & Bar,Argentinian,Expensive,Williamsburg,08:00-20:00,4.77,0
841,Spice Island Grill,Mediterranean,Medium,Chelsea,15:00-23:00,1.11,1
842,Royal Oak Tavern,Japanese,Medium,Hell's Kitchen,16:00-00:00,4.94,1
843,Piccolo Pizzeria,Korean,Expensive,Chelsea,11:00-19:00,2.56,1
844,Mountain View Cafe,French,Cheap,Midtown,16:00-00:00,3.35,0
845,Piccolo Pizzeria,Brazilian,Medium,Financial District,08:00-20:00,4.6,1
846,La Piazza Trattoria,Korean,Cheap,Park Slope,08:00-20:00,2.15,1
847,Seaside Grill & Bar,Mediterranean,Cheap,West Village,14:00-22:00,4.24,0
848,Green Leaf Salad Bar,Ethiopian,Expensive,Williamsburg,12:00-20:00,1.55,1
849,Black Forest Bistro,American,Medium,Tribeca,11:00-19:00,1.7,1
850,Blue Horizon Seafood,Korean,Cheap,West Village,10:00-18:00,4.47,0
851,Morning Mist Cafe,Thai,Expensive,Astoria,11:00-23:00,3.34,1
852,Bamboo Breeze Bistro,Italian,Expensive,Financial District,08:00-20:00,2.07,1
853,Pepperwood Grill,Brazilian,Cheap,Upper East Side,10:00-22:00,2.17,1
854,Blueberry Hill Pancake House,Thai,Cheap,Harlem,12:00-00:00,1.32,0
855,Bluebird Cafe,Lebanese,Expensive,East Village,09:00-21:00,2.96,1
856,Orchard View Bistro,American,Expensive,Upper West Side,09:00-17:00,4.09,1
857,Blue Horizon Seafood,Italian,Cheap,Tribeca,11:00-23:00,1.89,0
858,Blue Horizon Seafood,Lebanese,Cheap,Upper West Side,16:00-00:00,3.35,0
859,Bella Terra Bistro,Russian,Expensive,Financial District,17:00-01:00,3.86,0
860,Pacific Pearl Oyster Bar,Japanese,Medium,Tribeca,07:00-17:00,3.49,1
861,Sunset Strip Steakhouse,Indian,Expensive,Bushwick,14:00-22:00,3.67,1
862,Driftwood Tavern,Indian,Expensive,Harlem,08:00-16:00,1.81,0
863,Firefly Lounge,Turkish,Medium,Lower East Side,07:00-15:00,2.89,0
864,Riverwalk Cafe,Moroccan,Expensive,Prospect Heights,10:00-18:00,2.29,0
865,Sunflower Cafe & Bakery,Mexican,Medium,Midtown,08:00-20:00,2.57,1
866,Fire & Ice Grill,Moroccan,Cheap,East Village,07:00-14:00,2.98,0
867,Driftwood Tavern,Greek,Expensive,Soho,07:00-14:00,3.96,1
868,Harvest Table Cafe,Vietnamese,Medium,West Village,13:00-21:00,1.53,0
869,Oceanfront Oyster Bar,American,Medium,Park Slope,17:00-01:00,1.51,1
870,Harvest Moon Cafe,Chinese,Expensive,Financial District,13:00-21:00,3.25,1
871,Red Lantern Chinese,French,Expensive,East Village,11:00-19:00,3.58,1
872,Oasis Mediterranean,Indian,Cheap,Lower East Side,16:00-00:00,2.16,1
873,Blue Horizon Seafood,Turkish,Expensive,East Village,12:00-20:00,2.82,0
874,Bella Vita Ristorante,Korean,Medium,Greenwich Village,08:00-20:00,2.96,0
875,Spice Route Indian Cuisine,Turkish,Medium,Soho,11:00-19:00,3.69,1
876,Blue Ribbon BBQ,Moroccan,Cheap,Long Island City,14:00-22:00,2.54,1
877,Firefly Lounge,Turkish,Expensive,Lower East Side,10:00-18:00,4.32,0
878,Fiesta Mexicana,Lebanese,Medium,Upper East Side,10:00-22:00,2.63,1
879,Paradise Cove Cafe,Brazilian,Medium,Midtown,10:00-18:00,3.4,0
880,Olive Branch Grill,Turkish,Expensive,Williamsburg,16:00-00:00,4.21,1
881,Bella Vista Bistro,Moroccan,Medium,Harlem,13:00-21:00,2.64,1
882,Sunset Grill & Bar,Brazilian,Medium,Brooklyn Heights,10:00-18:00,1.08,0
883,Blue Horizon Seafood,Thai,Medium,Bushwick,10:00-18:00,3.6,0
884,Red Pepper Asian Fusion,Brazilian,Expensive,Midtown,08:00-20:00,2.41,0
885,Tropical Taste Kitchen,American,Expensive,Lower East Side,08:00-16:00,3.33,0
886,Oasis Mediterranean,Ethiopian,Cheap,Soho,12:00-00:00,2.53,0
887,Fireside Tavern,French,Expensive,Upper East Side,12:00-00:00,4.95,1
888,Casa del Sol,Russian,Medium,Park Slope,16:00-00:00,3.96,0
889,Pacific Pearl Oyster Bar,Italian,Expensive,Williamsburg,14:00-22:00,2.09,0
890,Golden Gate Diner,Vietnamese,Cheap,Upper East Side,10:00-22:00,2.93,1
891,Zen Garden Sushi Bar,Russian,Cheap,Park Slope,10:00-18:00,3.35,1
892,Golden Harvest Diner,Greek,Medium,East Village,08:00-16:00,3.67,1
893,Rustic Roots Cafe,Turkish,Medium,Bushwick,12:00-20:00,3.82,0
894,Blue Ribbon BBQ,Argentinian,Cheap,Greenwich Village,11:00-23:00,2.96,1
895,Tiki Hut Grill & Bar,Mediterranean,Medium,Midtown,08:00-20:00,2.8,1
896,Fireside Fare,Italian,Expensive,Williamsburg,07:00-15:00,3.82,1
897,Tiki Hut Grill & Bar,Mediterranean,Medium,Upper East Side,14:00-22:00,1.83,0
898,Piccolo Pizzeria,Moroccan,Cheap,Greenwich Village,11:00-19:00,3.07,1
899,Fire & Ice Grill,Brazilian,Medium,Greenwich Village,06:00-14:00,2.32,1
900,The Spicy Spoon,Spanish,Cheap,Midtown,07:00-14:00,1.91,1
901,Blue Horizon Seafood,Thai,Cheap,Upper West Side,09:00-21:00,2.43,0
902,Mango Madness Tropical,Italian,Medium,Harlem,07:00-17:00,1.24,0
903,Sunflower Cafe & Bakery,Japanese,Cheap,West Village,10:00-22:00,2.05,1
904,Aztec Sun Mexican Grill,Mediterranean,Medium,Brooklyn Heights,17:00-01:00,4.84,0
905,Pepper Pot Cafe,Vietnamese,Cheap,Astoria,11:00-23:00,2.03,0
906,Rustic Roots Cafe,Argentinian,Medium,East Village,06:00-14:00,1.75,1
907,Fireside Tavern,Ethiopian,Expensive,Bushwick,12:00-20:00,2.6,1
908,Bella Amore Ristorante,Indian,Cheap,Soho,06:00-14:00,2.16,0
909,Olive Branch Grill,Argentinian,Expensive,Williamsburg,08:00-16:00,1.12,1
910,Paradise Palms Tiki Bar,Turkish,Cheap,Prospect Heights,09:00-17:00,1.02,0
911,Moonlight Serenade Lounge,Chinese,Expensive,Hell's Kitchen,18:00-02:00,4.88,0
912,Redwood Smokehouse,Japanese,Medium,Bushwick,11:00-23:00,2.81,0
913,Tokyo Fusion Sushi,Italian,Medium,Hell's Kitchen,12:00-20:00,4.02,1
914,Sunshine Cafe & Bakery,Lebanese,Medium,Chelsea,13:00-21:00,2.94,0
915,Riverside Bistro,Turkish,Expensive,Harlem,13:00-21:00,1.16,0
916,Piccolo Pizzeria,Indian,Cheap,Prospect Heights,17:00-01:00,1.84,0
917,La Piazza Trattoria,Thai,Medium,Astoria,11:00-23:00,4.48,1
918,Lakeside Bistro,Korean,Expensive,Hell's Kitchen,10:00-18:00,4.51,1
919,Fiesta Mexicana,French,Expensive,West Village,17:00-01:00,4.42,0
920,Bluewater Grill & Bar,Mexican,Medium,Astoria,18:00-02:00,1.48,0
921,Blue Horizon Seafood,Mexican,Cheap,Upper East Side,14:00-22:00,3.3,1
922,Mountain View Cafe,Lebanese,Cheap,Soho,12:00-00:00,4.56,0
923,Coastal Catch Seafood,Indian,Expensive,West Village,18:00-02:00,4.99,1
924,Terra Nova Tavern,Greek,Medium,Soho,09:00-21:00,2.32,1
925,Oceanfront Oyster Bar,American,Expensive,Astoria,16:00-00:00,3.04,1
926,Spice of Life Indian Cuisine,Greek,Cheap,Soho,09:00-21:00,1.81,0
927,Sunrise Diner,Mexican,Expensive,Midtown,11:00-23:00,4.52,0
928,Moonlight Serenade Lounge,Korean,Cheap,Astoria,15:00-23:00,3.8,1
929,Fireside Fare,Spanish,Cheap,Upper East Side,13:00-21:00,3.39,0
930,Lakeside Bistro,Ethiopian,Cheap,Brooklyn Heights,12:00-00:00,2.93,1
931,Lakeside Bistro,Ethiopian,Cheap,Soho,11:00-23:00,2.67,0
932,Spice Market Buffet,Brazilian,Cheap,Long Island City,07:00-14:00,2.86,1
933,Coastal Catch Seafood,Ethiopian,Cheap,Harlem,09:00-21:00,1.49,1
934,Pepper Pot Cafe,Chinese,Medium,Financial District,09:00-21:00,4.65,0
935,Harborview Cafe,Greek,Cheap,Bushwick,15:00-23:00,4.61,0
936,Oceanfront Oyster Bar,Vietnamese,Cheap,Harlem,09:00-21:00,1.51,0
937,Oasis Mediterranean,Brazilian,Cheap,Long Island City,18:00-02:00,3.2,1
938,Spice World,Brazilian,Cheap,Tribeca,11:00-19:00,4.76,0
939,Casa Verde Taqueria,American,Medium,Chelsea,09:00-17:00,2.14,0
940,Red Pepper Asian Fusion,Turkish,Cheap,Financial District,15:00-23:00,2.81,0
941,Bluebird Cafe,Italian,Cheap,Hell's Kitchen,09:00-17:00,2.27,0
942,Black Forest Bistro,Russian,Cheap,Upper West Side,16:00-00:00,2.66,0
943,Harborview Cafe,Brazilian,Cheap,West Village,18:00-02:00,4.62,0
944,Garden of Eatin',Korean,Cheap,Bushwick,07:00-17:00,3.61,1
945,Bamboo Breeze Bistro,Mediterranean,Expensive,Upper East Side,16:00-00:00,1.89,1
946,Blueberry Hill Pancake House,Spanish,Cheap,Chelsea,08:00-20:00,1.42,1
947,Royal Oak Tavern,Moroccan,Cheap,Financial District,07:00-17:00,3.55,1
948,Casa de Campo,Spanish,Cheap,Financial District,15:00-23:00,4.01,0
949,Harvest Table Cafe,Thai,Cheap,Greenwich Village,11:00-23:00,1.72,1
950,Royal Oak Tavern,Greek,Cheap,Tribeca,11:00-23:00,4.64,0
951,Pepperoni Palace Pizzeria,Thai,Cheap,Hell's Kitchen,12:00-00:00,3.35,1
952,Moonlight Cafe,French,Cheap,Financial District,11:00-19:00,3.14,1
953,Orchard View Bistro,Moroccan,Medium,Greenwich Village,15:00-23:00,1.29,0
954,Driftwood Tavern,French,Cheap,Tribeca,08:00-16:00,3.14,0
955,Fireside Fare,Mediterranean,Cheap,West Village,07:00-17:00,3.24,1
956,Spice World,Indian,Medium,Chelsea,06:00-14:00,2.55,0
957,Casa del Sol,Indian,Expensive,Soho,08:00-16:00,2.58,0
958,Piccolo Pizzeria,Ethiopian,Cheap,Lower East Side,07:00-14:00,4.71,0
959,Bamboo Garden Restaurant,Argentinian,Medium,Upper West Side,16:00-00:00,2.23,1
960,Firefly Lounge,Mexican,Expensive,Hell's Kitchen,09:00-21:00,2.64,0
961,Bella Vita Ristorante,Chinese,Cheap,Bushwick,08:00-16:00,3.08,0
962,Riverside Bistro,Japanese,Medium,Hell's Kitchen,07:00-15:00,3.15,1
963,Terra Nova Tavern,Turkish,Medium,Williamsburg,16:00-00:00,3.87,1
964,Tandoori Delights,Turkish,Expensive,Midtown,08:00-20:00,4.97,0
965,Blue Horizon Seafood,American,Expensive,Brooklyn Heights,10:00-18:00,2.72,0
966,Bluewater Grill & Bar,Russian,Medium,Hell's Kitchen,10:00-18:00,2.35,0
967,Morning Mist Cafe,Brazilian,Expensive,Lower East Side,17:00-01:00,4.31,0
968,Bella Luna Trattoria,Moroccan,Expensive,Long Island City,14:00-22:00,1.78,0
969,Piccolo Pizzeria,Korean,Expensive,Bushwick,11:00-19:00,4.06,0
970,Orchard View Bistro,Mediterranean,Expensive,Tribeca,07:00-17:00,2.01,0
971,Sunshine Cafe & Bakery,Lebanese,Medium,East Village,12:00-00:00,3.27,0
972,Blue Ribbon BBQ,Greek,Cheap,Williamsburg,14:00-22:00,2.44,1
973,Golden Harvest Diner,Thai,Cheap,Chelsea,13:00-21:00,1.12,1
974,Peking Palace Chinese,Italian,Medium,Harlem,12:00-00:00,3.61,1
975,Spice World,Greek,Cheap,West Village,14:00-22:00,1.44,1
976,Paradise Palms Tiki Bar,Ethiopian,Expensive,Hell's Kitchen,11:00-19:00,3.77,1
977,Pasta Perfection,Mexican,Medium,Brooklyn Heights,16:00-00:00,3.41,0
978,Bella Luna Trattoria,American,Cheap,Harlem,07:00-17:00,2.49,0
979,Harvest Moon Cafe,Russian,Expensive,Prospect Heights,16:00-00:00,4.29,1
980,Firefly Lounge,French,Expensive,East Village,11:00-23:00,1.65,1
981,Black Forest Bistro,Mexican,Medium,Upper East Side,16:00-00:00,2.41,0
982,Spice of Life Indian Cuisine,Russian,Expensive,Harlem,09:00-21:00,2.01,0
983,Bamboo Garden Restaurant,Brazilian,Cheap,Prospect Heights,07:00-15:00,2.7,1
984,Zen Garden Sushi Bar,Turkish,Cheap,Chelsea,14:00-22:00,3.13,0
985,Harbor Lights Seafood,Turkish,Cheap,Chelsea,07:00-15:00,1.62,1
986,Sunset Strip Steakhouse,Brazilian,Expensive,Soho,09:00-17:00,2.08,1
987,Bella Vista Bistro,Vietnamese,Medium,Harlem,07:00-14:00,4.17,1
988,Island Oasis Cafe,Mediterranean,Cheap,Hell's Kitchen,09:00-21:00,4.63,0
989,Bamboo Garden Restaurant,Brazilian,Medium,Midtown,15:00-23:00,2.95,1
990,Wildflower Cafe,Italian,Medium,East Village,07:00-15:00,2.22,1
991,Piccolo Pizzeria,French,Expensive,Park Slope,09:00-17:00,4.71,0
992,Spice Island Grill,Brazilian,Cheap,Financial District,11:00-19:00,2.69,1
993,Picante Peppers Mexican,Indian,Medium,Park Slope,17:00-01:00,2.03,0
994,Sunset Strip Steakhouse,Mediterranean,Expensive,Hell's Kitchen,12:00-00:00,3.83,0
995,Ocean Blue Grill,Mexican,Expensive,Lower East Side,13:00-21:00,2.62,1
996,Bella Luna Trattoria,Russian,Cheap,Hell's Kitchen,09:00-21:00,4.57,1
997,Bella Napoli Pizzeria,Spanish,Cheap,Upper East Side,13:00-21:00,3.41,0
998,Sunrise Diner,Moroccan,Expensive,Astoria,14:00-22:00,2.43,1
999,Harborview Cafe,Brazilian,Expensive,Financial District,09:00-21:00,1.57,0
1000,Moonlight Cafe,Lebanese,Cheap,Tribeca,13:00-21:00,2.48,1
